DateRep;Country;Deaths_cumsum
3/30/20;Urubamba;0
3/31/20;Acomayo;0
3/31/20;Anta;0
3/31/20;Calca;0
3/31/20;Canas;0
3/31/20;Canchis;0
3/31/20;Chumbivilcas;0
3/31/20;Cusco;2
3/31/20;Espinar;0
3/31/20;La Convencion;0
3/31/20;Paruro;0
3/31/20;Paucartambo;0
3/31/20;Quispicanchi;0
3/31/20;Urubamba;0
4/1/20;Acomayo;0
4/1/20;Anta;0
4/1/20;Calca;0
4/1/20;Canas;0
4/1/20;Canchis;0
4/1/20;Chumbivilcas;0
4/1/20;Cusco;2
4/1/20;Espinar;0
4/1/20;La Convencion;0
4/1/20;Paruro;0
4/1/20;Paucartambo;0
4/1/20;Quispicanchi;0
4/1/20;Urubamba;0
4/10/20;Acomayo;0
4/10/20;Anta;0
4/10/20;Calca;0
4/10/20;Canas;0
4/10/20;Canchis;0
4/10/20;Chumbivilcas;0
4/10/20;Cusco;3
4/10/20;Espinar;0
4/10/20;La Convencion;0
4/10/20;Paruro;0
4/10/20;Paucartambo;0
4/10/20;Quispicanchi;0
4/10/20;Urubamba;0
4/11/20;Acomayo;0
4/11/20;Anta;0
4/11/20;Calca;0
4/11/20;Canas;0
4/11/20;Canchis;0
4/11/20;Chumbivilcas;0
4/11/20;Cusco;3
4/11/20;Espinar;0
4/11/20;La Convencion;0
4/11/20;Paruro;0
4/11/20;Paucartambo;0
4/11/20;Quispicanchi;0
4/11/20;Urubamba;0
4/12/20;Acomayo;0
4/12/20;Anta;0
4/12/20;Calca;0
4/12/20;Canas;0
4/12/20;Canchis;0
4/12/20;Chumbivilcas;0
4/12/20;Cusco;3
4/12/20;Espinar;0
4/12/20;La Convencion;0
4/12/20;Paruro;0
4/12/20;Paucartambo;0
4/12/20;Quispicanchi;0
4/12/20;Urubamba;0
4/13/20;Acomayo;0
4/13/20;Anta;0
4/13/20;Calca;0
4/13/20;Canas;0
4/13/20;Canchis;0
4/13/20;Chumbivilcas;0
4/13/20;Cusco;3
4/13/20;Espinar;0
4/13/20;La Convencion;0
4/13/20;Paruro;0
4/13/20;Paucartambo;0
4/13/20;Quispicanchi;0
4/13/20;Urubamba;0
4/14/20;Acomayo;0
4/14/20;Anta;0
4/14/20;Calca;0
4/14/20;Canas;0
4/14/20;Canchis;0
4/14/20;Chumbivilcas;0
4/14/20;Cusco;3
4/14/20;Espinar;0
4/14/20;La Convencion;0
4/14/20;Paruro;0
4/14/20;Paucartambo;0
4/14/20;Quispicanchi;0
4/14/20;Urubamba;0
4/15/20;Acomayo;0
4/15/20;Anta;0
4/15/20;Calca;0
4/15/20;Canas;0
4/15/20;Canchis;0
4/15/20;Chumbivilcas;0
4/15/20;Cusco;3
4/15/20;Espinar;0
4/15/20;La Convencion;0
4/15/20;Paruro;0
4/15/20;Paucartambo;0
4/15/20;Quispicanchi;0
4/15/20;Urubamba;0
4/16/20;Acomayo;0
4/16/20;Anta;0
4/16/20;Calca;0
4/16/20;Canas;0
4/16/20;Canchis;0
4/16/20;Chumbivilcas;0
4/16/20;Cusco;3
4/16/20;Espinar;0
4/16/20;La Convencion;0
4/16/20;Paruro;0
4/16/20;Paucartambo;0
4/16/20;Quispicanchi;0
4/16/20;Urubamba;0
4/17/20;Acomayo;0
4/17/20;Anta;0
4/17/20;Calca;0
4/17/20;Canas;0
4/17/20;Canchis;0
4/17/20;Chumbivilcas;0
4/17/20;Cusco;3
4/17/20;Espinar;0
4/17/20;La Convencion;0
4/17/20;Paruro;0
4/17/20;Paucartambo;0
4/17/20;Quispicanchi;0
4/17/20;Urubamba;0
4/18/20;Acomayo;0
4/18/20;Anta;0
4/18/20;Calca;0
4/18/20;Canas;0
4/18/20;Canchis;0
4/18/20;Chumbivilcas;0
4/18/20;Cusco;3
4/18/20;Espinar;0
4/18/20;La Convencion;0
4/18/20;Paruro;0
4/18/20;Paucartambo;0
4/18/20;Quispicanchi;0
4/18/20;Urubamba;0
4/19/20;Acomayo;0
4/19/20;Anta;0
4/19/20;Calca;0
4/19/20;Canas;0
4/19/20;Canchis;0
4/19/20;Chumbivilcas;0
4/19/20;Cusco;3
4/19/20;Espinar;0
4/19/20;La Convencion;0
4/19/20;Paruro;0
4/19/20;Paucartambo;0
4/19/20;Quispicanchi;0
4/19/20;Urubamba;0
4/2/20;Acomayo;0
4/2/20;Anta;0
4/2/20;Calca;0
4/2/20;Canas;0
4/2/20;Canchis;0
4/2/20;Chumbivilcas;0
4/2/20;Cusco;3
4/2/20;Espinar;0
4/2/20;La Convencion;0
4/2/20;Paruro;0
4/2/20;Paucartambo;0
4/2/20;Quispicanchi;0
4/2/20;Urubamba;0
4/20/20;Acomayo;0
4/20/20;Anta;0
4/20/20;Calca;0
4/20/20;Canas;0
4/20/20;Canchis;0
4/20/20;Chumbivilcas;0
4/20/20;Cusco;3
4/20/20;Espinar;0
4/20/20;La Convencion;0
4/20/20;Paruro;0
4/20/20;Paucartambo;0
4/20/20;Quispicanchi;0
4/20/20;Urubamba;0
4/21/20;Acomayo;0
4/21/20;Anta;0
4/21/20;Calca;0
4/21/20;Canas;0
4/21/20;Canchis;0
4/21/20;Chumbivilcas;0
4/21/20;Cusco;3
4/21/20;Espinar;0
4/21/20;La Convencion;0
4/21/20;Paruro;0
4/21/20;Paucartambo;0
4/21/20;Quispicanchi;0
4/21/20;Urubamba;0
4/22/20;Acomayo;0
4/22/20;Anta;0
4/22/20;Calca;0
4/22/20;Canas;0
4/22/20;Canchis;0
4/22/20;Chumbivilcas;0
4/22/20;Cusco;3
4/22/20;Espinar;0
4/22/20;La Convencion;0
4/22/20;Paruro;0
4/22/20;Paucartambo;0
4/22/20;Quispicanchi;0
4/22/20;Urubamba;1
4/23/20;Acomayo;0
4/23/20;Anta;0
4/23/20;Calca;0
4/23/20;Canas;0
4/23/20;Canchis;0
4/23/20;Chumbivilcas;0
4/23/20;Cusco;3
4/23/20;Espinar;0
4/23/20;La Convencion;0
4/23/20;Paruro;0
4/23/20;Paucartambo;0
4/23/20;Quispicanchi;0
4/23/20;Urubamba;1
4/24/20;Acomayo;0
4/24/20;Anta;0
4/24/20;Calca;0
4/24/20;Canas;0
4/24/20;Canchis;0
4/24/20;Chumbivilcas;0
4/24/20;Cusco;3
4/24/20;Espinar;0
4/24/20;La Convencion;0
4/24/20;Paruro;0
4/24/20;Paucartambo;0
4/24/20;Quispicanchi;0
4/24/20;Urubamba;1
4/25/20;Acomayo;0
4/25/20;Anta;0
4/25/20;Calca;0
4/25/20;Canas;0
4/25/20;Canchis;0
4/25/20;Chumbivilcas;0
4/25/20;Cusco;3
4/25/20;Espinar;0
4/25/20;La Convencion;0
4/25/20;Paruro;0
4/25/20;Paucartambo;0
4/25/20;Quispicanchi;0
4/25/20;Urubamba;1
4/26/20;Acomayo;0
4/26/20;Anta;0
4/26/20;Calca;0
4/26/20;Canas;0
4/26/20;Canchis;0
4/26/20;Chumbivilcas;0
4/26/20;Cusco;3
4/26/20;Espinar;0
4/26/20;La Convencion;0
4/26/20;Paruro;0
4/26/20;Paucartambo;0
4/26/20;Quispicanchi;0
4/26/20;Urubamba;1
4/27/20;Acomayo;0
4/27/20;Anta;0
4/27/20;Calca;0
4/27/20;Canas;0
4/27/20;Canchis;0
4/27/20;Chumbivilcas;0
4/27/20;Cusco;3
4/27/20;Espinar;0
4/27/20;La Convencion;0
4/27/20;Paruro;0
4/27/20;Paucartambo;0
4/27/20;Quispicanchi;0
4/27/20;Urubamba;1
4/28/20;Acomayo;0
4/28/20;Anta;0
4/28/20;Calca;0
4/28/20;Canas;0
4/28/20;Canchis;0
4/28/20;Chumbivilcas;0
4/28/20;Cusco;3
4/28/20;Espinar;0
4/28/20;La Convencion;0
4/28/20;Paruro;0
4/28/20;Paucartambo;0
4/28/20;Quispicanchi;0
4/28/20;Urubamba;1
4/29/20;Acomayo;0
4/29/20;Anta;0
4/29/20;Calca;0
4/29/20;Canas;0
4/29/20;Canchis;0
4/29/20;Chumbivilcas;0
4/29/20;Cusco;3
4/29/20;Espinar;0
4/29/20;La Convencion;0
4/29/20;Paruro;0
4/29/20;Paucartambo;0
4/29/20;Quispicanchi;0
4/29/20;Urubamba;1
4/3/20;Acomayo;0
4/3/20;Anta;0
4/3/20;Calca;0
4/3/20;Canas;0
4/3/20;Canchis;0
4/3/20;Chumbivilcas;0
4/3/20;Cusco;3
4/3/20;Espinar;0
4/3/20;La Convencion;0
4/3/20;Paruro;0
4/3/20;Paucartambo;0
4/3/20;Quispicanchi;0
4/3/20;Urubamba;0
4/30/20;Acomayo;0
4/30/20;Anta;0
4/30/20;Calca;0
4/30/20;Canas;0
4/30/20;Canchis;0
4/30/20;Chumbivilcas;0
4/30/20;Cusco;3
4/30/20;Espinar;0
4/30/20;La Convencion;0
4/30/20;Paruro;0
4/30/20;Paucartambo;0
4/30/20;Quispicanchi;0
4/30/20;Urubamba;1
4/4/20;Acomayo;0
4/4/20;Anta;0
4/4/20;Calca;0
4/4/20;Canas;0
4/4/20;Canchis;0
4/4/20;Chumbivilcas;0
4/4/20;Cusco;3
4/4/20;Espinar;0
4/4/20;La Convencion;0
4/4/20;Paruro;0
4/4/20;Paucartambo;0
4/4/20;Quispicanchi;0
4/4/20;Urubamba;0
4/5/20;Acomayo;0
4/5/20;Anta;0
4/5/20;Calca;0
4/5/20;Canas;0
4/5/20;Canchis;0
4/5/20;Chumbivilcas;0
4/5/20;Cusco;3
4/5/20;Espinar;0
4/5/20;La Convencion;0
4/5/20;Paruro;0
4/5/20;Paucartambo;0
4/5/20;Quispicanchi;0
4/5/20;Urubamba;0
4/6/20;Acomayo;0
4/6/20;Anta;0
4/6/20;Calca;0
4/6/20;Canas;0
4/6/20;Canchis;0
4/6/20;Chumbivilcas;0
4/6/20;Cusco;3
4/6/20;Espinar;0
4/6/20;La Convencion;0
4/6/20;Paruro;0
4/6/20;Paucartambo;0
4/6/20;Quispicanchi;0
4/6/20;Urubamba;0
4/7/20;Acomayo;0
4/7/20;Anta;0
4/7/20;Calca;0
4/7/20;Canas;0
4/7/20;Canchis;0
4/7/20;Chumbivilcas;0
4/7/20;Cusco;3
4/7/20;Espinar;0
4/7/20;La Convencion;0
4/7/20;Paruro;0
4/7/20;Paucartambo;0
4/7/20;Quispicanchi;0
4/7/20;Urubamba;0
4/8/20;Acomayo;0
4/8/20;Anta;0
4/8/20;Calca;0
4/8/20;Canas;0
4/8/20;Canchis;0
4/8/20;Chumbivilcas;0
4/8/20;Cusco;3
4/8/20;Espinar;0
4/8/20;La Convencion;0
4/8/20;Paruro;0
4/8/20;Paucartambo;0
4/8/20;Quispicanchi;0
4/8/20;Urubamba;0
4/9/20;Acomayo;0
4/9/20;Anta;0
4/9/20;Calca;0
4/9/20;Canas;0
4/9/20;Canchis;0
4/9/20;Chumbivilcas;0
4/9/20;Cusco;3
4/9/20;Espinar;0
4/9/20;La Convencion;0
4/9/20;Paruro;0
4/9/20;Paucartambo;0
4/9/20;Quispicanchi;0
4/9/20;Urubamba;0
5/1/20;Acomayo;0
5/1/20;Anta;0
5/1/20;Calca;0
5/1/20;Canas;0
5/1/20;Canchis;0
5/1/20;Chumbivilcas;0
5/1/20;Cusco;3
5/1/20;Espinar;0
5/1/20;La Convencion;0
5/1/20;Paruro;0
5/1/20;Paucartambo;0
5/1/20;Quispicanchi;0
5/1/20;Urubamba;1
5/10/20;Acomayo;0
5/10/20;Anta;0
5/10/20;Calca;0
5/10/20;Canas;0
5/10/20;Canchis;0
5/10/20;Chumbivilcas;0
5/10/20;Cusco;5
5/10/20;Espinar;0
5/10/20;La Convencion;0
5/10/20;Paruro;0
5/10/20;Paucartambo;0
5/10/20;Quispicanchi;0
5/10/20;Urubamba;1
5/11/20;Acomayo;0
5/11/20;Anta;0
5/11/20;Calca;0
5/11/20;Canas;0
5/11/20;Canchis;0
5/11/20;Chumbivilcas;0
5/11/20;Cusco;5
5/11/20;Espinar;0
5/11/20;La Convencion;0
5/11/20;Paruro;0
5/11/20;Paucartambo;0
5/11/20;Quispicanchi;0
5/11/20;Urubamba;1
5/12/20;Acomayo;0
5/12/20;Anta;0
5/12/20;Calca;0
5/12/20;Canas;0
5/12/20;Canchis;0
5/12/20;Chumbivilcas;0
5/12/20;Cusco;5
5/12/20;Espinar;0
5/12/20;La Convencion;0
5/12/20;Paruro;0
5/12/20;Paucartambo;0
5/12/20;Quispicanchi;0
5/12/20;Urubamba;1
5/13/20;Acomayo;0
5/13/20;Anta;0
5/13/20;Calca;0
5/13/20;Canas;0
5/13/20;Canchis;0
5/13/20;Chumbivilcas;0
5/13/20;Cusco;6
5/13/20;Espinar;0
5/13/20;La Convencion;0
5/13/20;Paruro;0
5/13/20;Paucartambo;0
5/13/20;Quispicanchi;0
5/13/20;Urubamba;1
5/14/20;Acomayo;0
5/14/20;Anta;0
5/14/20;Calca;0
5/14/20;Canas;0
5/14/20;Canchis;0
5/14/20;Chumbivilcas;0
5/14/20;Cusco;6
5/14/20;Espinar;0
5/14/20;La Convencion;0
5/14/20;Paruro;0
5/14/20;Paucartambo;0
5/14/20;Quispicanchi;0
5/14/20;Urubamba;1
5/15/20;Acomayo;0
5/15/20;Anta;0
5/15/20;Calca;0
5/15/20;Canas;0
5/15/20;Canchis;0
5/15/20;Chumbivilcas;0
5/15/20;Cusco;8
5/15/20;Espinar;0
5/15/20;La Convencion;0
5/15/20;Paruro;0
5/15/20;Paucartambo;0
5/15/20;Quispicanchi;0
5/15/20;Urubamba;1
5/16/20;Acomayo;0
5/16/20;Anta;0
5/16/20;Calca;0
5/16/20;Canas;0
5/16/20;Canchis;0
5/16/20;Chumbivilcas;0
5/16/20;Cusco;8
5/16/20;Espinar;0
5/16/20;La Convencion;0
5/16/20;Paruro;0
5/16/20;Paucartambo;0
5/16/20;Quispicanchi;0
5/16/20;Urubamba;1
5/17/20;Acomayo;0
5/17/20;Anta;0
5/17/20;Calca;0
5/17/20;Canas;0
5/17/20;Canchis;0
5/17/20;Chumbivilcas;0
5/17/20;Cusco;8
5/17/20;Espinar;0
5/17/20;La Convencion;0
5/17/20;Paruro;0
5/17/20;Paucartambo;0
5/17/20;Quispicanchi;0
5/17/20;Urubamba;1
5/18/20;Acomayo;0
5/18/20;Anta;0
5/18/20;Calca;0
5/18/20;Canas;0
5/18/20;Canchis;0
5/18/20;Chumbivilcas;0
5/18/20;Cusco;8
5/18/20;Espinar;0
5/18/20;La Convencion;0
5/18/20;Paruro;0
5/18/20;Paucartambo;0
5/18/20;Quispicanchi;0
5/18/20;Urubamba;1
5/19/20;Acomayo;0
5/19/20;Anta;0
5/19/20;Calca;0
5/19/20;Canas;0
5/19/20;Canchis;0
5/19/20;Chumbivilcas;0
5/19/20;Cusco;9
5/19/20;Espinar;0
5/19/20;La Convencion;0
5/19/20;Paruro;0
5/19/20;Paucartambo;0
5/19/20;Quispicanchi;0
5/19/20;Urubamba;1
5/2/20;Acomayo;0
5/2/20;Anta;0
5/2/20;Calca;0
5/2/20;Canas;0
5/2/20;Canchis;0
5/2/20;Chumbivilcas;0
5/2/20;Cusco;3
5/2/20;Espinar;0
5/2/20;La Convencion;0
5/2/20;Paruro;0
5/2/20;Paucartambo;0
5/2/20;Quispicanchi;0
5/2/20;Urubamba;1
5/20/20;Acomayo;0
5/20/20;Anta;0
5/20/20;Calca;0
5/20/20;Canas;0
5/20/20;Canchis;0
5/20/20;Chumbivilcas;0
5/20/20;Cusco;9
5/20/20;Espinar;0
5/20/20;La Convencion;0
5/20/20;Paruro;0
5/20/20;Paucartambo;0
5/20/20;Quispicanchi;0
5/20/20;Urubamba;1
5/21/20;Acomayo;0
5/21/20;Anta;0
5/21/20;Calca;0
5/21/20;Canas;0
5/21/20;Canchis;0
5/21/20;Chumbivilcas;0
5/21/20;Cusco;9
5/21/20;Espinar;0
5/21/20;La Convencion;0
5/21/20;Paruro;0
5/21/20;Paucartambo;0
5/21/20;Quispicanchi;0
5/21/20;Urubamba;1
5/22/20;Acomayo;0
5/22/20;Anta;0
5/22/20;Calca;0
5/22/20;Canas;0
5/22/20;Canchis;0
5/22/20;Chumbivilcas;0
5/22/20;Cusco;9
5/22/20;Espinar;0
5/22/20;La Convencion;0
5/22/20;Paruro;0
5/22/20;Paucartambo;0
5/22/20;Quispicanchi;0
5/22/20;Urubamba;1
5/23/20;Acomayo;0
5/23/20;Anta;0
5/23/20;Calca;0
5/23/20;Canas;0
5/23/20;Canchis;0
5/23/20;Chumbivilcas;0
5/23/20;Cusco;9
5/23/20;Espinar;0
5/23/20;La Convencion;0
5/23/20;Paruro;0
5/23/20;Paucartambo;0
5/23/20;Quispicanchi;0
5/23/20;Urubamba;1
5/24/20;Acomayo;0
5/24/20;Anta;0
5/24/20;Calca;0
5/24/20;Canas;0
5/24/20;Canchis;0
5/24/20;Chumbivilcas;0
5/24/20;Cusco;10
5/24/20;Espinar;0
5/24/20;La Convencion;0
5/24/20;Paruro;0
5/24/20;Paucartambo;0
5/24/20;Quispicanchi;0
5/24/20;Urubamba;1
5/25/20;Acomayo;0
5/25/20;Anta;0
5/25/20;Calca;0
5/25/20;Canas;0
5/25/20;Canchis;0
5/25/20;Chumbivilcas;0
5/25/20;Cusco;10
5/25/20;Espinar;0
5/25/20;La Convencion;0
5/25/20;Paruro;0
5/25/20;Paucartambo;0
5/25/20;Quispicanchi;0
5/25/20;Urubamba;1
5/26/20;Acomayo;0
5/26/20;Anta;0
5/26/20;Calca;0
5/26/20;Canas;0
5/26/20;Canchis;0
5/26/20;Chumbivilcas;0
5/26/20;Cusco;10
5/26/20;Espinar;0
5/26/20;La Convencion;0
5/26/20;Paruro;0
5/26/20;Paucartambo;0
5/26/20;Quispicanchi;0
5/26/20;Urubamba;1
5/27/20;Acomayo;0
5/27/20;Anta;0
5/27/20;Calca;0
5/27/20;Canas;0
5/27/20;Canchis;0
5/27/20;Chumbivilcas;0
5/27/20;Cusco;10
5/27/20;Espinar;0
5/27/20;La Convencion;0
5/27/20;Paruro;0
5/27/20;Paucartambo;0
5/27/20;Quispicanchi;0
5/27/20;Urubamba;1
5/28/20;Acomayo;0
5/28/20;Anta;0
5/28/20;Calca;0
5/28/20;Canas;0
5/28/20;Canchis;0
5/28/20;Chumbivilcas;0
5/28/20;Cusco;10
5/28/20;Espinar;0
5/28/20;La Convencion;0
5/28/20;Paruro;0
5/28/20;Paucartambo;0
5/28/20;Quispicanchi;0
5/28/20;Urubamba;1
5/29/20;Acomayo;0
5/29/20;Anta;0
5/29/20;Calca;0
5/29/20;Canas;0
5/29/20;Canchis;0
5/29/20;Chumbivilcas;0
5/29/20;Cusco;10
5/29/20;Espinar;0
5/29/20;La Convencion;0
5/29/20;Paruro;0
5/29/20;Paucartambo;0
5/29/20;Quispicanchi;0
5/29/20;Urubamba;1
5/3/20;Acomayo;0
5/3/20;Anta;0
5/3/20;Calca;0
5/3/20;Canas;0
5/3/20;Canchis;0
5/3/20;Chumbivilcas;0
5/3/20;Cusco;3
5/3/20;Espinar;0
5/3/20;La Convencion;0
5/3/20;Paruro;0
5/3/20;Paucartambo;0
5/3/20;Quispicanchi;0
5/3/20;Urubamba;1
5/30/20;Acomayo;0
5/30/20;Anta;0
5/30/20;Calca;0
5/30/20;Canas;0
5/30/20;Canchis;0
5/30/20;Chumbivilcas;0
5/30/20;Cusco;10
5/30/20;Espinar;0
5/30/20;La Convencion;0
5/30/20;Paruro;0
5/30/20;Paucartambo;0
5/30/20;Quispicanchi;0
5/30/20;Urubamba;1
5/31/20;Acomayo;0
5/31/20;Anta;0
5/31/20;Calca;0
5/31/20;Canas;0
5/31/20;Canchis;0
5/31/20;Chumbivilcas;0
5/31/20;Cusco;10
5/31/20;Espinar;0
5/31/20;La Convencion;0
5/31/20;Paruro;0
5/31/20;Paucartambo;0
5/31/20;Quispicanchi;0
5/31/20;Urubamba;1
5/4/20;Acomayo;0
5/4/20;Anta;0
5/4/20;Calca;0
5/4/20;Canas;0
5/4/20;Canchis;0
5/4/20;Chumbivilcas;0
5/4/20;Cusco;3
5/4/20;Espinar;0
5/4/20;La Convencion;0
5/4/20;Paruro;0
5/4/20;Paucartambo;0
5/4/20;Quispicanchi;0
5/4/20;Urubamba;1
5/5/20;Acomayo;0
5/5/20;Anta;0
5/5/20;Calca;0
5/5/20;Canas;0
5/5/20;Canchis;0
5/5/20;Chumbivilcas;0
5/5/20;Cusco;3
5/5/20;Espinar;0
5/5/20;La Convencion;0
5/5/20;Paruro;0
5/5/20;Paucartambo;0
5/5/20;Quispicanchi;0
5/5/20;Urubamba;1
5/6/20;Acomayo;0
5/6/20;Anta;0
5/6/20;Calca;0
5/6/20;Canas;0
5/6/20;Canchis;0
5/6/20;Chumbivilcas;0
5/6/20;Cusco;3
5/6/20;Espinar;0
5/6/20;La Convencion;0
5/6/20;Paruro;0
5/6/20;Paucartambo;0
5/6/20;Quispicanchi;0
5/6/20;Urubamba;1
5/7/20;Acomayo;0
5/7/20;Anta;0
5/7/20;Calca;0
5/7/20;Canas;0
5/7/20;Canchis;0
5/7/20;Chumbivilcas;0
5/7/20;Cusco;4
5/7/20;Espinar;0
5/7/20;La Convencion;0
5/7/20;Paruro;0
5/7/20;Paucartambo;0
5/7/20;Quispicanchi;0
5/7/20;Urubamba;1
5/8/20;Acomayo;0
5/8/20;Anta;0
5/8/20;Calca;0
5/8/20;Canas;0
5/8/20;Canchis;0
5/8/20;Chumbivilcas;0
5/8/20;Cusco;4
5/8/20;Espinar;0
5/8/20;La Convencion;0
5/8/20;Paruro;0
5/8/20;Paucartambo;0
5/8/20;Quispicanchi;0
5/8/20;Urubamba;1
5/9/20;Acomayo;0
5/9/20;Anta;0
5/9/20;Calca;0
5/9/20;Canas;0
5/9/20;Canchis;0
5/9/20;Chumbivilcas;0
5/9/20;Cusco;4
5/9/20;Espinar;0
5/9/20;La Convencion;0
5/9/20;Paruro;0
5/9/20;Paucartambo;0
5/9/20;Quispicanchi;0
5/9/20;Urubamba;1
6/1/20;Acomayo;0
6/1/20;Anta;0
6/1/20;Calca;0
6/1/20;Canas;0
6/1/20;Canchis;0
6/1/20;Chumbivilcas;0
6/1/20;Cusco;10
6/1/20;Espinar;0
6/1/20;La Convencion;0
6/1/20;Paruro;0
6/1/20;Paucartambo;0
6/1/20;Quispicanchi;0
6/1/20;Urubamba;1
6/10/20;Acomayo;0
6/10/20;Anta;0
6/10/20;Calca;0
6/10/20;Canas;0
6/10/20;Canchis;0
6/10/20;Chumbivilcas;0
6/10/20;Cusco;15
6/10/20;Espinar;0
6/10/20;La Convencion;2
6/10/20;Paruro;0
6/10/20;Paucartambo;0
6/10/20;Quispicanchi;0
6/10/20;Urubamba;1
6/11/20;Acomayo;0
6/11/20;Anta;0
6/11/20;Calca;0
6/11/20;Canas;0
6/11/20;Canchis;0
6/11/20;Chumbivilcas;0
6/11/20;Cusco;16
6/11/20;Espinar;0
6/11/20;La Convencion;2
6/11/20;Paruro;0
6/11/20;Paucartambo;0
6/11/20;Quispicanchi;0
6/11/20;Urubamba;1
6/12/20;Acomayo;0
6/12/20;Anta;0
6/12/20;Calca;0
6/12/20;Canas;0
6/12/20;Canchis;0
6/12/20;Chumbivilcas;0
6/12/20;Cusco;17
6/12/20;Espinar;0
6/12/20;La Convencion;2
6/12/20;Paruro;0
6/12/20;Paucartambo;0
6/12/20;Quispicanchi;0
6/12/20;Urubamba;1
6/13/20;Acomayo;0
6/13/20;Anta;0
6/13/20;Calca;0
6/13/20;Canas;0
6/13/20;Canchis;0
6/13/20;Chumbivilcas;0
6/13/20;Cusco;19
6/13/20;Espinar;0
6/13/20;La Convencion;2
6/13/20;Paruro;0
6/13/20;Paucartambo;0
6/13/20;Quispicanchi;0
6/13/20;Urubamba;1
6/14/20;Acomayo;0
6/14/20;Anta;0
6/14/20;Calca;0
6/14/20;Canas;0
6/14/20;Canchis;0
6/14/20;Chumbivilcas;0
6/14/20;Cusco;19
6/14/20;Espinar;0
6/14/20;La Convencion;2
6/14/20;Paruro;0
6/14/20;Paucartambo;0
6/14/20;Quispicanchi;0
6/14/20;Urubamba;1
6/15/20;Acomayo;0
6/15/20;Anta;0
6/15/20;Calca;0
6/15/20;Canas;0
6/15/20;Canchis;0
6/15/20;Chumbivilcas;0
6/15/20;Cusco;21
6/15/20;Espinar;0
6/15/20;La Convencion;2
6/15/20;Paruro;0
6/15/20;Paucartambo;0
6/15/20;Quispicanchi;0
6/15/20;Urubamba;1
6/16/20;Acomayo;0
6/16/20;Anta;0
6/16/20;Calca;0
6/16/20;Canas;0
6/16/20;Canchis;0
6/16/20;Chumbivilcas;0
6/16/20;Cusco;22
6/16/20;Espinar;0
6/16/20;La Convencion;2
6/16/20;Paruro;0
6/16/20;Paucartambo;0
6/16/20;Quispicanchi;0
6/16/20;Urubamba;1
6/17/20;Acomayo;0
6/17/20;Anta;0
6/17/20;Calca;0
6/17/20;Canas;0
6/17/20;Canchis;0
6/17/20;Chumbivilcas;0
6/17/20;Cusco;26
6/17/20;Espinar;0
6/17/20;La Convencion;2
6/17/20;Paruro;0
6/17/20;Paucartambo;0
6/17/20;Quispicanchi;0
6/17/20;Urubamba;1
6/18/20;Acomayo;0
6/18/20;Anta;0
6/18/20;Calca;0
6/18/20;Canas;0
6/18/20;Canchis;0
6/18/20;Chumbivilcas;0
6/18/20;Cusco;26
6/18/20;Espinar;0
6/18/20;La Convencion;2
6/18/20;Paruro;0
6/18/20;Paucartambo;0
6/18/20;Quispicanchi;0
6/18/20;Urubamba;1
6/19/20;Acomayo;0
6/19/20;Anta;0
6/19/20;Calca;0
6/19/20;Canas;0
6/19/20;Canchis;0
6/19/20;Chumbivilcas;0
6/19/20;Cusco;27
6/19/20;Espinar;1
6/19/20;La Convencion;2
6/19/20;Paruro;0
6/19/20;Paucartambo;0
6/19/20;Quispicanchi;0
6/19/20;Urubamba;1
6/2/20;Acomayo;0
6/2/20;Anta;0
6/2/20;Calca;0
6/2/20;Canas;0
6/2/20;Canchis;0
6/2/20;Chumbivilcas;0
6/2/20;Cusco;10
6/2/20;Espinar;0
6/2/20;La Convencion;0
6/2/20;Paruro;0
6/2/20;Paucartambo;0
6/2/20;Quispicanchi;0
6/2/20;Urubamba;1
6/20/20;Acomayo;0
6/20/20;Anta;0
6/20/20;Calca;0
6/20/20;Canas;0
6/20/20;Canchis;0
6/20/20;Chumbivilcas;0
6/20/20;Cusco;27
6/20/20;Espinar;1
6/20/20;La Convencion;2
6/20/20;Paruro;0
6/20/20;Paucartambo;0
6/20/20;Quispicanchi;0
6/20/20;Urubamba;1
6/21/20;Acomayo;0
6/21/20;Anta;0
6/21/20;Calca;0
6/21/20;Canas;0
6/21/20;Canchis;0
6/21/20;Chumbivilcas;0
6/21/20;Cusco;27
6/21/20;Espinar;1
6/21/20;La Convencion;2
6/21/20;Paruro;0
6/21/20;Paucartambo;0
6/21/20;Quispicanchi;0
6/21/20;Urubamba;1
6/22/20;Acomayo;0
6/22/20;Anta;0
6/22/20;Calca;0
6/22/20;Canas;0
6/22/20;Canchis;0
6/22/20;Chumbivilcas;0
6/22/20;Cusco;27
6/22/20;Espinar;1
6/22/20;La Convencion;2
6/22/20;Paruro;0
6/22/20;Paucartambo;0
6/22/20;Quispicanchi;0
6/22/20;Urubamba;1
6/23/20;Acomayo;0
6/23/20;Anta;0
6/23/20;Calca;0
6/23/20;Canas;0
6/23/20;Canchis;0
6/23/20;Chumbivilcas;0
6/23/20;Cusco;27
6/23/20;Espinar;1
6/23/20;La Convencion;2
6/23/20;Paruro;0
6/23/20;Paucartambo;0
6/23/20;Quispicanchi;0
6/23/20;Urubamba;1
6/24/20;Acomayo;0
6/24/20;Anta;0
6/24/20;Calca;0
6/24/20;Canas;0
6/24/20;Canchis;0
6/24/20;Chumbivilcas;0
