Fecha;Distrito;CasosCumulativo;UBIGEO;Departamento;Provincia;Dis;DensidadPoblacional;_merge
7/19/20;6;6;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
8/10/20;6;9;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
6/26/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
10/9/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
10/29/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
11/18/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
8/15/20;6;9;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
8/6/20;6;8;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
10/11/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
6/29/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
11/1/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
11/17/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
10/26/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
8/4/20;6;8;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
8/20/20;6;12;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
11/14/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
6/9/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
11/11/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
4/24/20;6;0;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
4/23/20;6;0;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
5/5/20;6;0;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
5/15/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
7/2/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
7/24/20;6;6;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
5/30/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
10/3/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
11/7/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
10/28/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
7/18/20;6;6;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
5/12/20;6;1;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
11/13/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
9/8/20;6;14;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
11/3/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
5/20/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
6/14/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
6/16/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
10/1/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
8/8/20;6;9;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
10/21/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
10/13/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
9/10/20;6;15;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
11/21/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
7/17/20;6;6;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
11/15/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
10/15/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
10/14/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
6/17/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
7/11/20;6;6;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
11/4/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
10/24/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
5/6/20;6;0;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
11/10/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
8/5/20;6;8;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
9/9/20;6;15;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
10/7/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
11/22/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
5/31/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
5/27/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
10/8/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
9/24/20;6;20;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
6/30/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
6/19/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
6/1/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
10/25/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
4/30/20;6;0;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
5/24/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
9/14/20;6;16;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
6/10/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
5/3/20;6;0;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
6/7/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
9/28/20;6;20;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
6/3/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
4/29/20;6;0;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
10/6/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
5/10/20;6;0;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
7/28/20;6;7;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
5/7/20;6;0;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
5/29/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
10/17/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
9/6/20;6;13;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
4/26/20;6;0;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
11/12/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
8/2/20;6;7;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
5/19/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
10/16/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
9/3/20;6;13;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
4/27/20;6;0;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
5/8/20;6;0;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
9/19/20;6;19;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
7/14/20;6;6;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
10/22/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
10/19/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
5/17/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
5/26/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
10/2/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
5/14/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
10/5/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
4/25/20;6;0;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
6/27/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
6/11/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
9/27/20;6;20;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
8/29/20;6;13;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
9/26/20;6;20;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
5/9/20;6;0;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
9/20/20;6;19;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
8/14/20;6;9;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
6/13/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
5/25/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
7/9/20;6;6;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
6/24/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
9/25/20;6;20;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
5/1/20;6;0;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
11/16/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
6/18/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
4/22/20;6;0;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
5/18/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
9/5/20;6;13;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
9/4/20;6;13;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
8/18/20;6;10;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
7/8/20;6;6;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
9/29/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
7/10/20;6;6;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
7/31/20;6;7;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
5/21/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
9/2/20;6;13;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
8/22/20;6;12;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
11/6/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
11/5/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
5/22/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
9/22/20;6;19;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
9/30/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
8/3/20;6;8;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
11/23/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
6/2/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
8/24/20;6;12;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
5/2/20;6;0;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
5/23/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
7/12/20;6;6;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
6/23/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
9/21/20;6;19;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
6/25/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
5/13/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
7/27/20;6;7;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
5/4/20;6;0;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
7/30/20;6;7;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
9/12/20;6;15;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
7/15/20;6;6;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
10/4/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
7/25/20;6;6;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
7/26/20;6;6;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
8/7/20;6;9;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
9/7/20;6;13;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
10/18/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
10/30/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
7/22/20;6;6;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
6/21/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
8/30/20;6;13;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
7/21/20;6;6;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
8/25/20;6;12;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
7/5/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
7/13/20;6;6;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
11/9/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
10/23/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
8/17/20;6;9;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
6/8/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
9/18/20;6;18;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
8/1/20;6;7;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
11/20/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
10/20/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
7/7/20;6;6;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
9/13/20;6;15;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
7/23/20;6;6;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
8/11/20;6;9;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
8/26/20;6;12;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
7/16/20;6;6;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
6/20/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
8/31/20;6;13;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
8/28/20;6;12;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
11/2/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
6/15/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
8/19/20;6;12;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
8/13/20;6;9;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
6/12/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
7/29/20;6;7;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
7/4/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
7/6/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
8/21/20;6;12;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
4/28/20;6;0;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
5/16/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
6/5/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
10/27/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
7/1/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
6/6/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
11/19/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
6/22/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
10/31/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
9/23/20;6;19;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
8/27/20;6;12;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
5/28/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
9/15/20;6;18;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
10/10/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
8/16/20;6;9;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
8/9/20;6;9;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
11/8/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
7/20/20;6;6;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
9/1/20;6;13;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
8/12/20;6;9;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
6/4/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
6/28/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
8/23/20;6;12;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
9/16/20;6;18;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
7/3/20;6;4;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
11/24/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
10/12/20;6;21;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
9/17/20;6;18;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
9/11/20;6;15;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
5/11/20;6;0;080206;CUSCO;ACOMAYO;RONDOCAN;13.20053268227722;matched (3)
6/24/20;7;5;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
9/13/20;7;35;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
7/6/20;7;6;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
5/1/20;7;2;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
5/16/20;7;5;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
6/2/20;7;5;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
10/22/20;7;70;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
7/3/20;7;6;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
8/21/20;7;24;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
9/26/20;7;54;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
7/1/20;7;6;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
8/13/20;7;17;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
7/24/20;7;9;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
11/21/20;7;84;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
9/24/20;7;54;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
8/8/20;7;15;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
6/6/20;7;5;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
9/12/20;7;35;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
5/15/20;7;5;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
8/28/20;7;29;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
9/19/20;7;48;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
11/16/20;7;81;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
10/8/20;7;65;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
10/9/20;7;65;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
9/27/20;7;54;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
10/26/20;7;71;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
9/28/20;7;54;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
11/20/20;7;84;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
9/10/20;7;35;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
10/20/20;7;70;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
8/14/20;7;17;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
11/5/20;7;78;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
7/25/20;7;9;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
10/16/20;7;70;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
6/16/20;7;5;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
7/28/20;7;9;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
4/30/20;7;2;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
6/25/20;7;6;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
7/16/20;7;8;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
7/2/20;7;6;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
9/22/20;7;53;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
11/23/20;7;84;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
6/19/20;7;5;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
8/15/20;7;17;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
10/12/20;7;66;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
5/3/20;7;2;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
11/24/20;7;84;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
10/24/20;7;71;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
7/8/20;7;6;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
10/5/20;7;63;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
7/23/20;7;9;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
10/18/20;7;70;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
8/20/20;7;22;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
10/29/20;7;74;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
6/10/20;7;5;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
6/20/20;7;5;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
11/9/20;7;79;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
7/15/20;7;8;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
9/7/20;7;33;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
4/24/20;7;2;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
5/17/20;7;5;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
9/15/20;7;35;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
4/29/20;7;2;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
5/29/20;7;5;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
7/17/20;7;8;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
5/24/20;7;5;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
10/27/20;7;72;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
4/22/20;7;2;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
5/7/20;7;3;080207;CUSCO;ACOMAYO;SANGARARA;47.74556137437731;matched (3)
