Fecha;Distrito;CasosCumulativo;UBIGEO;Departamento;Provincia;Dis;DensidadPoblacional;_merge
5/28/20;4;0;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
6/1/20;4;1;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
11/4/20;4;15;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
9/18/20;4;9;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
6/16/20;4;3;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
6/9/20;4;3;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
7/5/20;4;4;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
10/19/20;4;15;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
8/9/20;4;4;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
6/22/20;4;3;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
11/21/20;4;16;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
7/10/20;4;4;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
8/4/20;4;4;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
8/25/20;4;4;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
11/22/20;4;16;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
7/26/20;4;4;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
10/15/20;4;13;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
7/22/20;4;4;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
6/27/20;4;4;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
9/14/20;4;8;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
6/11/20;4;3;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
7/14/20;4;4;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
4/30/20;4;0;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
7/4/20;4;4;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
6/18/20;4;3;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
7/21/20;4;4;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
8/5/20;4;4;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
4/26/20;4;0;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
10/14/20;4;13;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
7/27/20;4;4;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
4/29/20;4;0;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
5/18/20;4;0;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
8/8/20;4;4;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
10/1/20;4;12;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
11/15/20;4;15;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
7/18/20;4;4;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
11/11/20;4;15;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
5/1/20;4;0;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
5/14/20;4;0;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
4/24/20;4;0;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
11/16/20;4;15;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
5/17/20;4;0;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
7/16/20;4;4;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
11/6/20;4;15;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
6/24/20;4;3;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
9/27/20;4;11;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
7/25/20;4;4;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
9/8/20;4;7;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
10/9/20;4;13;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
7/28/20;4;4;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
7/15/20;4;4;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
7/17/20;4;4;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
8/30/20;4;4;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
6/5/20;4;3;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
7/20/20;4;4;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
6/13/20;4;3;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
5/11/20;4;0;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
9/16/20;4;9;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
10/11/20;4;13;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
6/15/20;4;3;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
9/7/20;4;7;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
9/13/20;4;8;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
6/21/20;4;3;080204;CUSCO;ACOMAYO;MOSOC LLACTA;52.44210043567989;matched (3)
11/21/20;5;122;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
4/29/20;5;0;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
5/6/20;5;0;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
5/27/20;5;1;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
11/11/20;5;119;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
10/8/20;5;74;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
7/8/20;5;11;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
8/31/20;5;29;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
10/14/20;5;113;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
7/30/20;5;13;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
11/1/20;5;118;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
5/15/20;5;1;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
6/20/20;5;9;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
7/23/20;5;12;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
11/14/20;5;120;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
5/30/20;5;1;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
5/18/20;5;1;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
10/6/20;5;74;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
8/1/20;5;15;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
5/25/20;5;1;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
9/13/20;5;41;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
6/12/20;5;9;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
5/16/20;5;1;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
5/22/20;5;1;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
6/14/20;5;9;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
10/5/20;5;74;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
11/7/20;5;119;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
8/30/20;5;29;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
6/15/20;5;9;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
7/15/20;5;11;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
7/14/20;5;11;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
6/10/20;5;4;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
9/26/20;5;64;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
6/26/20;5;10;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
6/5/20;5;3;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
8/2/20;5;16;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
11/3/20;5;118;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
9/24/20;5;60;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
8/17/20;5;25;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
4/27/20;5;0;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
7/25/20;5;12;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
6/9/20;5;4;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
7/13/20;5;11;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
5/12/20;5;0;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
11/2/20;5;118;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
7/1/20;5;10;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
10/29/20;5;118;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
11/6/20;5;119;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
10/24/20;5;118;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
8/14/20;5;21;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
9/22/20;5;58;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
5/17/20;5;1;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
11/9/20;5;119;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
10/4/20;5;72;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
10/17/20;5;116;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
11/8/20;5;119;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
8/15/20;5;24;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
10/9/20;5;109;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
11/18/20;5;121;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
10/3/20;5;72;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
9/1/20;5;30;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
9/12/20;5;41;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
6/6/20;5;3;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
10/10/20;5;110;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
11/24/20;5;123;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
4/22/20;5;0;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
8/21/20;5;28;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
10/31/20;5;118;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
5/31/20;5;1;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
11/16/20;5;121;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
10/28/20;5;118;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
10/12/20;5;112;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
8/20/20;5;28;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
10/15/20;5;116;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
10/30/20;5;118;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
6/16/20;5;9;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
9/19/20;5;51;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
4/28/20;5;0;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
9/23/20;5;59;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
11/15/20;5;121;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
10/21/20;5;117;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
5/24/20;5;1;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
5/5/20;5;0;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
7/26/20;5;12;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
4/24/20;5;0;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
11/10/20;5;119;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
9/11/20;5;39;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
5/13/20;5;1;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
9/2/20;5;31;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
9/10/20;5;38;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
8/3/20;5;17;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
10/22/20;5;117;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
5/9/20;5;0;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
6/24/20;5;9;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
8/23/20;5;28;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
8/11/20;5;18;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
10/27/20;5;118;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
9/15/20;5;43;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
4/30/20;5;0;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
7/9/20;5;11;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
6/13/20;5;9;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
8/22/20;5;28;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
11/23/20;5;122;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
6/28/20;5;10;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
7/3/20;5;10;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
11/19/20;5;121;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
9/30/20;5;66;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
7/17/20;5;12;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
6/17/20;5;9;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
7/2/20;5;10;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
6/29/20;5;10;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
10/25/20;5;118;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
7/4/20;5;10;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
10/23/20;5;118;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
7/12/20;5;11;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
6/22/20;5;9;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
11/22/20;5;122;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
5/20/20;5;1;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
5/28/20;5;1;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
4/26/20;5;0;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
6/7/20;5;4;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
9/27/20;5;64;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
4/23/20;5;0;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
5/10/20;5;0;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
8/18/20;5;25;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
6/30/20;5;10;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
9/16/20;5;45;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
10/11/20;5;112;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
9/4/20;5;34;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
8/28/20;5;29;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
8/5/20;5;17;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
8/7/20;5;17;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
5/23/20;5;1;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
9/28/20;5;64;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
6/23/20;5;9;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
8/12/20;5;20;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
10/20/20;5;117;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
8/27/20;5;29;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
5/7/20;5;0;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
7/16/20;5;12;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
5/21/20;5;1;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
9/29/20;5;66;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
8/19/20;5;27;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
10/19/20;5;117;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
11/4/20;5;118;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
10/16/20;5;116;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
7/21/20;5;12;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
6/4/20;5;1;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
11/13/20;5;120;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
7/22/20;5;12;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
8/9/20;5;18;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
9/14/20;5;42;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
10/18/20;5;117;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
6/11/20;5;4;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
7/24/20;5;12;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
5/2/20;5;0;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
7/18/20;5;12;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
11/12/20;5;120;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
10/26/20;5;118;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
6/27/20;5;10;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
7/28/20;5;12;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
8/24/20;5;28;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
7/27/20;5;12;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
6/2/20;5;1;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
7/10/20;5;11;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
5/4/20;5;0;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
8/26/20;5;29;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
10/13/20;5;113;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
7/31/20;5;13;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
5/3/20;5;0;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
9/5/20;5;34;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
7/19/20;5;12;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
9/21/20;5;58;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
6/18/20;5;9;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
8/29/20;5;29;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
4/25/20;5;0;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
6/3/20;5;1;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
9/9/20;5;37;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
5/11/20;5;0;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
8/6/20;5;17;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
6/1/20;5;1;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
9/3/20;5;34;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
9/6/20;5;34;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
5/1/20;5;0;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
8/4/20;5;17;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
11/17/20;5;121;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
10/1/20;5;67;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
6/21/20;5;9;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
8/13/20;5;21;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
11/5/20;5;119;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
7/11/20;5;11;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
9/20/20;5;51;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
6/25/20;5;10;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
5/14/20;5;1;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
7/29/20;5;13;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
5/8/20;5;0;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
6/19/20;5;9;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
9/8/20;5;35;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
8/10/20;5;18;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
5/29/20;5;1;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
5/26/20;5;1;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
10/2/20;5;72;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
9/17/20;5;46;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
8/16/20;5;24;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
9/7/20;5;34;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
11/20/20;5;122;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
7/20/20;5;12;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
6/8/20;5;4;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
10/7/20;5;74;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
9/25/20;5;62;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
7/7/20;5;11;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
7/6/20;5;10;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
5/19/20;5;1;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
9/18/20;5;48;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
7/5/20;5;10;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
8/8/20;5;18;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
8/25/20;5;29;080205;CUSCO;ACOMAYO;POMACANCHI;32.73334301059661;matched (3)
