DateRep;Country;Cases_cumsum
6/21/20;Paucartambo;9
6/21/20;Quispicanchi;83
6/21/20;Urubamba;48
6/22/20;Acomayo;25
6/22/20;Anta;87
6/22/20;Calca;50
6/22/20;Canas;22
6/22/20;Canchis;58
6/22/20;Chumbivilcas;38
6/22/20;Cusco;1553
6/22/20;Espinar;100
6/22/20;La Convencion;368
6/22/20;Paruro;15
6/22/20;Paucartambo;9
6/22/20;Quispicanchi;85
6/22/20;Urubamba;50
6/23/20;Acomayo;25
6/23/20;Anta;88
6/23/20;Calca;52
6/23/20;Canas;22
6/23/20;Canchis;62
6/23/20;Chumbivilcas;38
6/23/20;Cusco;1620
6/23/20;Espinar;102
6/23/20;La Convencion;398
6/23/20;Paruro;15
6/23/20;Paucartambo;10
6/23/20;Quispicanchi;88
6/23/20;Urubamba;53
6/24/20;Acomayo;25
6/24/20;Anta;90
6/24/20;Calca;52
6/24/20;Canas;22
6/24/20;Canchis;64
6/24/20;Chumbivilcas;38
6/24/20;Cusco;1651
6/24/20;Espinar;106
6/24/20;La Convencion;418
6/24/20;Paruro;15
6/24/20;Paucartambo;11
6/24/20;Quispicanchi;89
6/24/20;Urubamba;57
6/25/20;Acomayo;27
6/25/20;Anta;91
6/25/20;Calca;54
6/25/20;Canas;24
6/25/20;Canchis;64
6/25/20;Chumbivilcas;39
6/25/20;Cusco;1681
6/25/20;Espinar;110
6/25/20;La Convencion;452
6/25/20;Paruro;15
6/25/20;Paucartambo;11
6/25/20;Quispicanchi;91
6/25/20;Urubamba;61
6/26/20;Acomayo;27
6/26/20;Anta;93
6/26/20;Calca;56
6/26/20;Canas;24
6/26/20;Canchis;66
6/26/20;Chumbivilcas;46
6/26/20;Cusco;1734
6/26/20;Espinar;113
6/26/20;La Convencion;479
6/26/20;Paruro;15
6/26/20;Paucartambo;12
6/26/20;Quispicanchi;91
6/26/20;Urubamba;64
6/27/20;Acomayo;28
6/27/20;Anta;106
6/27/20;Calca;59
6/27/20;Canas;25
6/27/20;Canchis;69
6/27/20;Chumbivilcas;46
6/27/20;Cusco;1771
6/27/20;Espinar;114
6/27/20;La Convencion;499
6/27/20;Paruro;15
6/27/20;Paucartambo;12
6/27/20;Quispicanchi;93
6/27/20;Urubamba;66
6/28/20;Acomayo;28
6/28/20;Anta;107
6/28/20;Calca;59
6/28/20;Canas;25
6/28/20;Canchis;69
6/28/20;Chumbivilcas;46
6/28/20;Cusco;1789
6/28/20;Espinar;114
6/28/20;La Convencion;500
6/28/20;Paruro;16
6/28/20;Paucartambo;12
6/28/20;Quispicanchi;94
6/28/20;Urubamba;67
6/29/20;Acomayo;28
6/29/20;Anta;107
6/29/20;Calca;59
6/29/20;Canas;25
6/29/20;Canchis;70
6/29/20;Chumbivilcas;47
6/29/20;Cusco;1825
6/29/20;Espinar;115
6/29/20;La Convencion;554
6/29/20;Paruro;16
6/29/20;Paucartambo;12
6/29/20;Quispicanchi;94
6/29/20;Urubamba;69
6/3/20;Acomayo;16
6/3/20;Anta;35
6/3/20;Calca;25
6/3/20;Canas;14
6/3/20;Canchis;35
6/3/20;Chumbivilcas;27
6/3/20;Cusco;1074
6/3/20;Espinar;62
6/3/20;La Convencion;113
6/3/20;Paruro;9
6/3/20;Paucartambo;4
6/3/20;Quispicanchi;28
6/3/20;Urubamba;22
6/30/20;Acomayo;32
6/30/20;Anta;110
6/30/20;Calca;61
6/30/20;Canas;25
6/30/20;Canchis;74
6/30/20;Chumbivilcas;48
6/30/20;Cusco;1871
6/30/20;Espinar;119
6/30/20;La Convencion;571
6/30/20;Paruro;19
6/30/20;Paucartambo;12
6/30/20;Quispicanchi;99
6/30/20;Urubamba;73
6/4/20;Acomayo;16
6/4/20;Anta;51
6/4/20;Calca;28
6/4/20;Canas;14
6/4/20;Canchis;35
6/4/20;Chumbivilcas;28
6/4/20;Cusco;1108
6/4/20;Espinar;65
6/4/20;La Convencion;117
6/4/20;Paruro;9
6/4/20;Paucartambo;4
6/4/20;Quispicanchi;30
6/4/20;Urubamba;24
6/5/20;Acomayo;18
6/5/20;Anta;52
6/5/20;Calca;30
6/5/20;Canas;14
6/5/20;Canchis;35
6/5/20;Chumbivilcas;30
6/5/20;Cusco;1137
6/5/20;Espinar;67
6/5/20;La Convencion;120
6/5/20;Paruro;9
6/5/20;Paucartambo;4
6/5/20;Quispicanchi;30
6/5/20;Urubamba;26
6/6/20;Acomayo;18
6/6/20;Anta;54
6/6/20;Calca;34
6/6/20;Canas;16
6/6/20;Canchis;37
6/6/20;Chumbivilcas;30
6/6/20;Cusco;1166
6/6/20;Espinar;68
6/6/20;La Convencion;146
6/6/20;Paruro;10
6/6/20;Paucartambo;4
6/6/20;Quispicanchi;38
6/6/20;Urubamba;28
6/7/20;Acomayo;19
6/7/20;Anta;54
6/7/20;Calca;34
6/7/20;Canas;17
6/7/20;Canchis;38
6/7/20;Chumbivilcas;30
6/7/20;Cusco;1177
6/7/20;Espinar;69
6/7/20;La Convencion;157
6/7/20;Paruro;10
6/7/20;Paucartambo;4
6/7/20;Quispicanchi;39
6/7/20;Urubamba;28
6/8/20;Acomayo;19
6/8/20;Anta;54
6/8/20;Calca;35
6/8/20;Canas;17
6/8/20;Canchis;39
6/8/20;Chumbivilcas;31
6/8/20;Cusco;1210
6/8/20;Espinar;70
6/8/20;La Convencion;164
6/8/20;Paruro;11
6/8/20;Paucartambo;4
6/8/20;Quispicanchi;40
6/8/20;Urubamba;28
6/9/20;Acomayo;19
6/9/20;Anta;56
6/9/20;Calca;38
6/9/20;Canas;17
6/9/20;Canchis;42
6/9/20;Chumbivilcas;32
6/9/20;Cusco;1261
6/9/20;Espinar;70
6/9/20;La Convencion;170
6/9/20;Paruro;11
6/9/20;Paucartambo;6
6/9/20;Quispicanchi;70
6/9/20;Urubamba;29
7/1/20;Acomayo;32
7/1/20;Anta;115
7/1/20;Calca;61
7/1/20;Canas;26
7/1/20;Canchis;78
7/1/20;Chumbivilcas;48
7/1/20;Cusco;1944
7/1/20;Espinar;125
7/1/20;La Convencion;590
7/1/20;Paruro;19
7/1/20;Paucartambo;12
7/1/20;Quispicanchi;103
7/1/20;Urubamba;80
7/10/20;Acomayo;37
7/10/20;Anta;139
7/10/20;Calca;81
7/10/20;Canas;29
7/10/20;Canchis;110
7/10/20;Chumbivilcas;54
7/10/20;Cusco;2573
7/10/20;Espinar;157
7/10/20;La Convencion;932
7/10/20;Paruro;21
7/10/20;Paucartambo;16
7/10/20;Quispicanchi;140
7/10/20;Urubamba;103
7/11/20;Acomayo;37
7/11/20;Anta;144
7/11/20;Calca;81
7/11/20;Canas;29
7/11/20;Canchis;117
7/11/20;Chumbivilcas;55
7/11/20;Cusco;2688
7/11/20;Espinar;159
7/11/20;La Convencion;963
7/11/20;Paruro;21
7/11/20;Paucartambo;18
7/11/20;Quispicanchi;150
7/11/20;Urubamba;108
7/12/20;Acomayo;38
7/12/20;Anta;144
7/12/20;Calca;81
7/12/20;Canas;29
7/12/20;Canchis;117
7/12/20;Chumbivilcas;55
7/12/20;Cusco;2706
7/12/20;Espinar;163
7/12/20;La Convencion;975
7/12/20;Paruro;22
7/12/20;Paucartambo;18
7/12/20;Quispicanchi;151
7/12/20;Urubamba;108
7/13/20;Acomayo;38
7/13/20;Anta;145
7/13/20;Calca;84
7/13/20;Canas;29
7/13/20;Canchis;122
7/13/20;Chumbivilcas;57
7/13/20;Cusco;2853
7/13/20;Espinar;165
7/13/20;La Convencion;1056
7/13/20;Paruro;22
7/13/20;Paucartambo;19
7/13/20;Quispicanchi;153
7/13/20;Urubamba;110
7/14/20;Acomayo;38
7/14/20;Anta;150
7/14/20;Calca;87
7/14/20;Canas;29
7/14/20;Canchis;128
7/14/20;Chumbivilcas;62
7/14/20;Cusco;3015
7/14/20;Espinar;173
7/14/20;La Convencion;1148
7/14/20;Paruro;23
7/14/20;Paucartambo;23
7/14/20;Quispicanchi;163
7/14/20;Urubamba;115
7/15/20;Acomayo;38
7/15/20;Anta;151
7/15/20;Calca;89
7/15/20;Canas;29
7/15/20;Canchis;136
7/15/20;Chumbivilcas;63
7/15/20;Cusco;3207
7/15/20;Espinar;175
7/15/20;La Convencion;1201
7/15/20;Paruro;25
7/15/20;Paucartambo;24
7/15/20;Quispicanchi;170
7/15/20;Urubamba;117
7/16/20;Acomayo;42
7/16/20;Anta;156
7/16/20;Calca;92
7/16/20;Canas;30
7/16/20;Canchis;140
7/16/20;Chumbivilcas;66
7/16/20;Cusco;3397
7/16/20;Espinar;179
7/16/20;La Convencion;1285
7/16/20;Paruro;27
7/16/20;Paucartambo;24
7/16/20;Quispicanchi;188
7/16/20;Urubamba;119
7/17/20;Acomayo;43
7/17/20;Anta;160
7/17/20;Calca;96
7/17/20;Canas;30
7/17/20;Canchis;144
7/17/20;Chumbivilcas;66
7/17/20;Cusco;3634
7/17/20;Espinar;180
7/17/20;La Convencion;1353
7/17/20;Paruro;28
7/17/20;Paucartambo;30
7/17/20;Quispicanchi;197
7/17/20;Urubamba;124
7/18/20;Acomayo;44
7/18/20;Anta;167
7/18/20;Calca;99
7/18/20;Canas;32
7/18/20;Canchis;155
7/18/20;Chumbivilcas;66
7/18/20;Cusco;3822
7/18/20;Espinar;185
7/18/20;La Convencion;1389
7/18/20;Paruro;28
7/18/20;Paucartambo;30
7/18/20;Quispicanchi;205
7/18/20;Urubamba;127
7/19/20;Acomayo;44
7/19/20;Anta;168
7/19/20;Calca;99
7/19/20;Canas;32
7/19/20;Canchis;156
7/19/20;Chumbivilcas;66
7/19/20;Cusco;3862
7/19/20;Espinar;186
7/19/20;La Convencion;1398
7/19/20;Paruro;28
7/19/20;Paucartambo;30
7/19/20;Quispicanchi;206
7/19/20;Urubamba;127
7/2/20;Acomayo;32
7/2/20;Anta;115
7/2/20;Calca;62
7/2/20;Canas;27
7/2/20;Canchis;81
7/2/20;Chumbivilcas;48
7/2/20;Cusco;1991
7/2/20;Espinar;127
7/2/20;La Convencion;674
7/2/20;Paruro;19
7/2/20;Paucartambo;14
7/2/20;Quispicanchi;104
7/2/20;Urubamba;85
7/20/20;Acomayo;44
7/20/20;Anta;174
7/20/20;Calca;102
7/20/20;Canas;33
7/20/20;Canchis;169
7/20/20;Chumbivilcas;66
7/20/20;Cusco;4112
7/20/20;Espinar;197
7/20/20;La Convencion;1459
7/20/20;Paruro;29
7/20/20;Paucartambo;33
7/20/20;Quispicanchi;214
7/20/20;Urubamba;131
7/21/20;Acomayo;44
7/21/20;Anta;180
7/21/20;Calca;107
7/21/20;Canas;33
7/21/20;Canchis;182
7/21/20;Chumbivilcas;68
7/21/20;Cusco;4388
7/21/20;Espinar;203
7/21/20;La Convencion;1542
7/21/20;Paruro;30
7/21/20;Paucartambo;35
7/21/20;Quispicanchi;227
7/21/20;Urubamba;133
7/22/20;Acomayo;45
7/22/20;Anta;189
7/22/20;Calca;109
7/22/20;Canas;34
7/22/20;Canchis;196
7/22/20;Chumbivilcas;70
7/22/20;Cusco;4696
7/22/20;Espinar;210
7/22/20;La Convencion;1592
7/22/20;Paruro;30
7/22/20;Paucartambo;37
7/22/20;Quispicanchi;242
7/22/20;Urubamba;137
7/23/20;Acomayo;45
7/23/20;Anta;193
7/23/20;Calca;115
7/23/20;Canas;39
7/23/20;Canchis;199
7/23/20;Chumbivilcas;72
7/23/20;Cusco;4990
7/23/20;Espinar;212
7/23/20;La Convencion;1632
7/23/20;Paruro;31
7/23/20;Paucartambo;38
7/23/20;Quispicanchi;248
7/23/20;Urubamba;141
7/24/20;Acomayo;46
7/24/20;Anta;208
7/24/20;Calca;125
7/24/20;Canas;39
7/24/20;Canchis;210
7/24/20;Chumbivilcas;74
7/24/20;Cusco;5330
7/24/20;Espinar;215
7/24/20;La Convencion;1690
7/24/20;Paruro;33
7/24/20;Paucartambo;38
7/24/20;Quispicanchi;258
7/24/20;Urubamba;149
7/25/20;Acomayo;46
7/25/20;Anta;219
7/25/20;Calca;127
7/25/20;Canas;41
7/25/20;Canchis;223
7/25/20;Chumbivilcas;75
7/25/20;Cusco;5662
7/25/20;Espinar;221
7/25/20;La Convencion;1818
7/25/20;Paruro;34
7/25/20;Paucartambo;41
7/25/20;Quispicanchi;268
7/25/20;Urubamba;158
7/26/20;Acomayo;46
7/26/20;Anta;223
7/26/20;Calca;127
7/26/20;Canas;41
7/26/20;Canchis;225
7/26/20;Chumbivilcas;75
7/26/20;Cusco;5849
7/26/20;Espinar;222
7/26/20;La Convencion;1835
7/26/20;Paruro;35
7/26/20;Paucartambo;42
7/26/20;Quispicanchi;272
7/26/20;Urubamba;161
7/27/20;Acomayo;47
7/27/20;Anta;229
7/27/20;Calca;138
7/27/20;Canas;41
7/27/20;Canchis;239
7/27/20;Chumbivilcas;76
7/27/20;Cusco;6252
7/27/20;Espinar;226
7/27/20;La Convencion;1890
7/27/20;Paruro;37
7/27/20;Paucartambo;44
7/27/20;Quispicanchi;282
7/27/20;Urubamba;174
7/28/20;Acomayo;47
7/28/20;Anta;235
7/28/20;Calca;144
7/28/20;Canas;41
7/28/20;Canchis;243
7/28/20;Chumbivilcas;80
7/28/20;Cusco;6484
7/28/20;Espinar;232
7/28/20;La Convencion;1936
7/28/20;Paruro;43
7/28/20;Paucartambo;44
7/28/20;Quispicanchi;291
7/28/20;Urubamba;177
7/29/20;Acomayo;52
7/29/20;Anta;245
7/29/20;Calca;150
7/29/20;Canas;45
7/29/20;Canchis;255
7/29/20;Chumbivilcas;85
7/29/20;Cusco;6995
7/29/20;Espinar;240
7/29/20;La Convencion;2009
7/29/20;Paruro;49
7/29/20;Paucartambo;48
7/29/20;Quispicanchi;313
7/29/20;Urubamba;185
7/3/20;Acomayo;33
7/3/20;Anta;119
7/3/20;Calca;64
7/3/20;Canas;28
7/3/20;Canchis;82
7/3/20;Chumbivilcas;49
7/3/20;Cusco;2065
7/3/20;Espinar;129
7/3/20;La Convencion;715
7/3/20;Paruro;19
7/3/20;Paucartambo;16
7/3/20;Quispicanchi;107
7/3/20;Urubamba;88
7/30/20;Acomayo;52
7/30/20;Anta;265
7/30/20;Calca;157
7/30/20;Canas;46
7/30/20;Canchis;268
7/30/20;Chumbivilcas;88
7/30/20;Cusco;7523
7/30/20;Espinar;245
7/30/20;La Convencion;2075
7/30/20;Paruro;51
7/30/20;Paucartambo;50
7/30/20;Quispicanchi;336
7/30/20;Urubamba;197
7/31/20;Acomayo;53
7/31/20;Anta;277
7/31/20;Calca;166
7/31/20;Canas;54
7/31/20;Canchis;282
7/31/20;Chumbivilcas;102
7/31/20;Cusco;8032
7/31/20;Espinar;251
7/31/20;La Convencion;2178
7/31/20;Paruro;53
7/31/20;Paucartambo;58
7/31/20;Quispicanchi;356
7/31/20;Urubamba;204
7/4/20;Acomayo;33
7/4/20;Anta;120
7/4/20;Calca;65
7/4/20;Canas;28
7/4/20;Canchis;84
7/4/20;Chumbivilcas;49
7/4/20;Cusco;2123
7/4/20;Espinar;135
7/4/20;La Convencion;736
7/4/20;Paruro;19
7/4/20;Paucartambo;16
7/4/20;Quispicanchi;110
7/4/20;Urubamba;88
7/5/20;Acomayo;33
7/5/20;Anta;121
7/5/20;Calca;65
7/5/20;Canas;28
7/5/20;Canchis;85
7/5/20;Chumbivilcas;49
7/5/20;Cusco;2151
7/5/20;Espinar;135
7/5/20;La Convencion;751
7/5/20;Paruro;19
7/5/20;Paucartambo;16
7/5/20;Quispicanchi;110
7/5/20;Urubamba;88
7/6/20;Acomayo;33
7/6/20;Anta;124
7/6/20;Calca;70
7/6/20;Canas;28
7/6/20;Canchis;94
7/6/20;Chumbivilcas;49
7/6/20;Cusco;2234
7/6/20;Espinar;139
7/6/20;La Convencion;796
7/6/20;Paruro;20
7/6/20;Paucartambo;16
7/6/20;Quispicanchi;113
7/6/20;Urubamba;90
7/7/20;Acomayo;36
7/7/20;Anta;125
7/7/20;Calca;72
7/7/20;Canas;28
7/7/20;Canchis;100
7/7/20;Chumbivilcas;50
7/7/20;Cusco;2324
7/7/20;Espinar;143
7/7/20;La Convencion;825
7/7/20;Paruro;20
7/7/20;Paucartambo;16
7/7/20;Quispicanchi;121
7/7/20;Urubamba;93
7/8/20;Acomayo;36
7/8/20;Anta;130
7/8/20;Calca;75
7/8/20;Canas;28
7/8/20;Canchis;103
7/8/20;Chumbivilcas;50
7/8/20;Cusco;2401
7/8/20;Espinar;145
7/8/20;La Convencion;853
7/8/20;Paruro;20
7/8/20;Paucartambo;16
7/8/20;Quispicanchi;125
7/8/20;Urubamba;99
7/9/20;Acomayo;37
7/9/20;Anta;137
7/9/20;Calca;78
7/9/20;Canas;29
7/9/20;Canchis;106
7/9/20;Chumbivilcas;52
7/9/20;Cusco;2472
7/9/20;Espinar;153
7/9/20;La Convencion;875
7/9/20;Paruro;21
7/9/20;Paucartambo;16
7/9/20;Quispicanchi;131
7/9/20;Urubamba;103
8/1/20;Acomayo;56
8/1/20;Anta;317
8/1/20;Calca;170
8/1/20;Canas;59
8/1/20;Canchis;287
8/1/20;Chumbivilcas;106
8/1/20;Cusco;8462
8/1/20;Espinar;263
8/1/20;La Convencion;2224
8/1/20;Paruro;54
8/1/20;Paucartambo;63
8/1/20;Quispicanchi;375
8/1/20;Urubamba;208
8/10/20;Acomayo;70
8/10/20;Anta;465
8/10/20;Calca;241
8/10/20;Canas;77
8/10/20;Canchis;471
8/10/20;Chumbivilcas;138
8/10/20;Cusco;13530
8/10/20;Espinar;383
8/10/20;La Convencion;2767
8/10/20;Paruro;83
8/10/20;Paucartambo;98
8/10/20;Quispicanchi;536
8/10/20;Urubamba;322
8/11/20;Acomayo;71
8/11/20;Anta;493
8/11/20;Calca;252
8/11/20;Canas;79
8/11/20;Canchis;506
8/11/20;Chumbivilcas;146
8/11/20;Cusco;14558
8/11/20;Espinar;401
8/11/20;La Convencion;2862
8/11/20;Paruro;91
8/11/20;Paucartambo;100
8/11/20;Quispicanchi;577
8/11/20;Urubamba;344
8/12/20;Acomayo;74
8/12/20;Anta;514
8/12/20;Calca;261
8/12/20;Canas;80
8/12/20;Canchis;547
8/12/20;Chumbivilcas;167
8/12/20;Cusco;15290
8/12/20;Espinar;426
8/12/20;La Convencion;2942
8/12/20;Paruro;100
8/12/20;Paucartambo;103
8/12/20;Quispicanchi;612
8/12/20;Urubamba;370
8/13/20;Acomayo;76
8/13/20;Anta;540
8/13/20;Calca;277
8/13/20;Canas;82
8/13/20;Canchis;622
8/13/20;Chumbivilcas;177
8/13/20;Cusco;16082
8/13/20;Espinar;431
8/13/20;La Convencion;3031
8/13/20;Paruro;104
8/13/20;Paucartambo;105
8/13/20;Quispicanchi;641
8/13/20;Urubamba;398
8/14/20;Acomayo;78
8/14/20;Anta;567
8/14/20;Calca;290
8/14/20;Canas;86
8/14/20;Canchis;664
8/14/20;Chumbivilcas;189
8/14/20;Cusco;16873
8/14/20;Espinar;441
8/14/20;La Convencion;3127
8/14/20;Paruro;108
8/14/20;Paucartambo;116
8/14/20;Quispicanchi;674
8/14/20;Urubamba;424
8/15/20;Acomayo;83
8/15/20;Anta;587
8/15/20;Calca;312
8/15/20;Canas;89
8/15/20;Canchis;706
8/15/20;Chumbivilcas;199
8/15/20;Cusco;17557
8/15/20;Espinar;462
8/15/20;La Convencion;3212
8/15/20;Paruro;110
8/15/20;Paucartambo;122
8/15/20;Quispicanchi;702
8/15/20;Urubamba;438
8/16/20;Acomayo;83
8/16/20;Anta;589
8/16/20;Calca;314
8/16/20;Canas;90
8/16/20;Canchis;724
8/16/20;Chumbivilcas;215
8/16/20;Cusco;17640
8/16/20;Espinar;464
8/16/20;La Convencion;3227
8/16/20;Paruro;112
8/16/20;Paucartambo;124
8/16/20;Quispicanchi;708
8/16/20;Urubamba;443
8/17/20;Acomayo;85
8/17/20;Anta;633
8/17/20;Calca;388
8/17/20;Canas;90
8/17/20;Canchis;782
8/17/20;Chumbivilcas;231
8/17/20;Cusco;18505
8/17/20;Espinar;501
8/17/20;La Convencion;3284
8/17/20;Paruro;116
8/17/20;Paucartambo;131
8/17/20;Quispicanchi;739
8/17/20;Urubamba;463
8/18/20;Acomayo;89
8/18/20;Anta;652
8/18/20;Calca;400
8/18/20;Canas;99
8/18/20;Canchis;825
8/18/20;Chumbivilcas;237
8/18/20;Cusco;19323
8/18/20;Espinar;520
8/18/20;La Convencion;3357
8/18/20;Paruro;118
8/18/20;Paucartambo;141
8/18/20;Quispicanchi;779
8/18/20;Urubamba;477
8/19/20;Acomayo;98
8/19/20;Anta;676
8/19/20;Calca;418
8/19/20;Canas;105
8/19/20;Canchis;872
8/19/20;Chumbivilcas;246
8/19/20;Cusco;20406
8/19/20;Espinar;540
8/19/20;La Convencion;3453
8/19/20;Paruro;126
8/19/20;Paucartambo;152
8/19/20;Quispicanchi;836
8/19/20;Urubamba;502
8/2/20;Acomayo;57
8/2/20;Anta;319
8/2/20;Calca;172
8/2/20;Canas;60
8/2/20;Canchis;290
8/2/20;Chumbivilcas;108
8/2/20;Cusco;8609
8/2/20;Espinar;264
8/2/20;La Convencion;2238
8/2/20;Paruro;55
8/2/20;Paucartambo;64
8/2/20;Quispicanchi;381
8/2/20;Urubamba;209
8/20/20;Acomayo;101
8/20/20;Anta;744
8/20/20;Calca;436
8/20/20;Canas;110
8/20/20;Canchis;909
8/20/20;Chumbivilcas;270
8/20/20;Cusco;21634
8/20/20;Espinar;551
8/20/20;La Convencion;3522
8/20/20;Paruro;130
8/20/20;Paucartambo;159
8/20/20;Quispicanchi;999
8/20/20;Urubamba;535
8/21/20;Acomayo;106
8/21/20;Anta;836
8/21/20;Calca;448
8/21/20;Canas;114
8/21/20;Canchis;986
8/21/20;Chumbivilcas;295
8/21/20;Cusco;22725
8/21/20;Espinar;585
8/21/20;La Convencion;3627
8/21/20;Paruro;135
8/21/20;Paucartambo;168
8/21/20;Quispicanchi;1088
8/21/20;Urubamba;583
8/22/20;Acomayo;120
8/22/20;Anta;916
8/22/20;Calca;455
8/22/20;Canas;115
8/22/20;Canchis;1039
8/22/20;Chumbivilcas;302
8/22/20;Cusco;23732
8/22/20;Espinar;597
8/22/20;La Convencion;3711
8/22/20;Paruro;139
8/22/20;Paucartambo;181
8/22/20;Quispicanchi;1195
8/22/20;Urubamba;643
8/23/20;Acomayo;120
8/23/20;Anta;950
8/23/20;Calca;457
8/23/20;Canas;116
8/23/20;Canchis;1043
8/23/20;Chumbivilcas;315
8/23/20;Cusco;23892
8/23/20;Espinar;598
8/23/20;La Convencion;3747
8/23/20;Paruro;140
8/23/20;Paucartambo;181
8/23/20;Quispicanchi;1248
8/23/20;Urubamba;646
8/24/20;Acomayo;124
8/24/20;Anta;981
8/24/20;Calca;491
8/24/20;Canas;122
8/24/20;Canchis;1110
8/24/20;Chumbivilcas;326
8/24/20;Cusco;26441
8/24/20;Espinar;625
8/24/20;La Convencion;3820
8/24/20;Paruro;148
8/24/20;Paucartambo;189
8/24/20;Quispicanchi;1322
8/24/20;Urubamba;672
8/25/20;Acomayo;128
8/25/20;Anta;1002
8/25/20;Calca;512
8/25/20;Canas;123
8/25/20;Canchis;1229
8/25/20;Chumbivilcas;335
8/25/20;Cusco;27166
8/25/20;Espinar;643
8/25/20;La Convencion;3902
8/25/20;Paruro;151
8/25/20;Paucartambo;201
8/25/20;Quispicanchi;1358
8/25/20;Urubamba;705
8/26/20;Acomayo;129
8/26/20;Anta;1028
8/26/20;Calca;555
8/26/20;Canas;130
8/26/20;Canchis;1268
8/26/20;Chumbivilcas;342
8/26/20;Cusco;27963
8/26/20;Espinar;664
8/26/20;La Convencion;3977
8/26/20;Paruro;158
8/26/20;Paucartambo;206
8/26/20;Quispicanchi;1392
8/26/20;Urubamba;717
8/27/20;Acomayo;134
8/27/20;Anta;1052
8/27/20;Calca;601
8/27/20;Canas;133
8/27/20;Canchis;1325
8/27/20;Chumbivilcas;363
8/27/20;Cusco;28755
8/27/20;Espinar;680
8/27/20;La Convencion;4063
8/27/20;Paruro;160
8/27/20;Paucartambo;217
8/27/20;Quispicanchi;1416
8/27/20;Urubamba;742
8/28/20;Acomayo;136
8/28/20;Anta;1078
8/28/20;Calca;648
8/28/20;Canas;139
8/28/20;Canchis;1380
8/28/20;Chumbivilcas;373
8/28/20;Cusco;29716
8/28/20;Espinar;696
8/28/20;La Convencion;4150
8/28/20;Paruro;169
8/28/20;Paucartambo;220
8/28/20;Quispicanchi;1510
8/28/20;Urubamba;783
8/29/20;Acomayo;138
8/29/20;Anta;1089
8/29/20;Calca;653
8/29/20;Canas;143
8/29/20;Canchis;1434
8/29/20;Chumbivilcas;381
8/29/20;Cusco;30253
8/29/20;Espinar;712
8/29/20;La Convencion;4209
8/29/20;Paruro;173
8/29/20;Paucartambo;222
8/29/20;Quispicanchi;1537
8/29/20;Urubamba;796
8/3/20;Acomayo;59
8/3/20;Anta;328
8/3/20;Calca;184
8/3/20;Canas;63
8/3/20;Canchis;315
8/3/20;Chumbivilcas;115
8/3/20;Cusco;9308
8/3/20;Espinar;284
8/3/20;La Convencion;2310
8/3/20;Paruro;60
8/3/20;Paucartambo;67
8/3/20;Quispicanchi;396
8/3/20;Urubamba;225
8/30/20;Acomayo;138
8/30/20;Anta;1089
8/30/20;Calca;653
8/30/20;Canas;144
8/30/20;Canchis;1441
8/30/20;Chumbivilcas;385
8/30/20;Cusco;30334
8/30/20;Espinar;713
8/30/20;La Convencion;4224
8/30/20;Paruro;173
8/30/20;Paucartambo;222
8/30/20;Quispicanchi;1541
8/30/20;Urubamba;800
8/31/20;Acomayo;140
8/31/20;Anta;1102
8/31/20;Calca;687
8/31/20;Canas;151
8/31/20;Canchis;1524
8/31/20;Chumbivilcas;421
8/31/20;Cusco;31014
8/31/20;Espinar;746
8/31/20;La Convencion;4310
8/31/20;Paruro;177
8/31/20;Paucartambo;233
8/31/20;Quispicanchi;1584
8/31/20;Urubamba;816
8/4/20;Acomayo;62
8/4/20;Anta;345
8/4/20;Calca;196
8/4/20;Canas;63
8/4/20;Canchis;336
8/4/20;Chumbivilcas;116
8/4/20;Cusco;9981
8/4/20;Espinar;295
8/4/20;La Convencion;2383
8/4/20;Paruro;62
8/4/20;Paucartambo;68
8/4/20;Quispicanchi;413
8/4/20;Urubamba;234
8/5/20;Acomayo;65
8/5/20;Anta;370
8/5/20;Calca;205
8/5/20;Canas;65
8/5/20;Canchis;350
8/5/20;Chumbivilcas;122
8/5/20;Cusco;10613
8/5/20;Espinar;305
8/5/20;La Convencion;2452
8/5/20;Paruro;67
8/5/20;Paucartambo;75
8/5/20;Quispicanchi;439
8/5/20;Urubamba;251
8/6/20;Acomayo;66
8/6/20;Anta;386
8/6/20;Calca;213
8/6/20;Canas;68
8/6/20;Canchis;373
8/6/20;Chumbivilcas;125
8/6/20;Cusco;11296
8/6/20;Espinar;322
8/6/20;La Convencion;2512
8/6/20;Paruro;71
8/6/20;Paucartambo;78
8/6/20;Quispicanchi;455
8/6/20;Urubamba;273
8/7/20;Acomayo;67
8/7/20;Anta;411
8/7/20;Calca;219
8/7/20;Canas;71
8/7/20;Canchis;386
8/7/20;Chumbivilcas;125
8/7/20;Cusco;12006
8/7/20;Espinar;331
8/7/20;La Convencion;2594
8/7/20;Paruro;73
8/7/20;Paucartambo;85
8/7/20;Quispicanchi;470
8/7/20;Urubamba;295
8/8/20;Acomayo;69
8/8/20;Anta;432
8/8/20;Calca;227
8/8/20;Canas;71
8/8/20;Canchis;417
8/8/20;Chumbivilcas;127
8/8/20;Cusco;12608
8/8/20;Espinar;348
8/8/20;La Convencion;2643
8/8/20;Paruro;76
8/8/20;Paucartambo;92
8/8/20;Quispicanchi;486
8/8/20;Urubamba;304
8/9/20;Acomayo;69
8/9/20;Anta;433
8/9/20;Calca;230
8/9/20;Canas;72
8/9/20;Canchis;429
